id,player_name,games,time,goals,xG,assists,xA,shots,key_passes,yellow_cards,red_cards,position,team_title,npg,npxG,xGChain,xGBuildup,league,season,aGg,gpm,apg,apm,shpg,shpm,kppg,kppm,ypg,ypm,rpg,rpm,xGdiff,xGg
0.1497326203208556,0.653960690887433,0.945945945945946,0.8470312957004973,0.4583333333333333,20.0405349470675,0.3,0.2234477065449316,0.5330396475770925,0.2328767123287671,0.2352941176470588,0.0,0.6666666666666666,0.6336996336996337,0.4736842105263157,0.505454231542565,0.4245014915434092,0.175011341975028,0.0,0.0,0.48452380952380947,0.5411055478821362,0.3171428571428571,0.35417817679558006,0.5634990560100692,0.6293033684620439,0.24618395303326807,0.27493283130250507,0.24873949579831928,0.2777868053298667,0.0,0.0,-19.582201613734167,21.18570837261421
0.1935036640918994,0.5692376414532461,1.0000000000000002,0.9438432290143316,0.4583333333333333,21.20476857945323,0.1,0.1413264715636176,0.5506607929515419,0.184931506849315,0.1764705882352941,0.0,0.6666666666666666,0.9816849816849816,0.4736842105263157,0.5179997867860359,0.3435492497299926,0.1106973985584582,0.0,0.0,0.4583333333333332,0.48560324346658407,0.09999999999999998,0.10594979857452744,0.5506607929515418,0.5834240009610542,0.18493150684931497,0.19593455900768764,0.17647058823529407,0.1869702327785778,0.0,0.0,-20.746435246119898,21.204768579453226
0.3809665280253515,0.1472602739726027,0.8378378378378379,0.7584088914887395,0.4166666666666666,13.372144434601068,0.35,0.2432787453771069,0.5022026431718062,0.4178082191780822,0.3529411764705882,0.0,0.6,0.6483516483516484,0.4736842105263157,0.321536731779706,0.3654121116574132,0.3174590608646721,0.0,0.0,0.4973118279569891,0.549395809229978,0.4177419354838709,0.4614924797531816,0.599403154753446,0.6621792661027401,0.49867432611577545,0.5509010032278685,0.42125237191650844,0.46537056781833436,0.0,0.0,-12.955477767934402,15.960301421943209
0.1279461279461279,0.3506551518761168,0.972972972972973,0.8145656624744078,0.375,21.097411520779133,0.35,0.1979647864080684,0.4977973568281938,0.3356164383561644,0.2941176470588235,0.0,0.6666666666666666,0.8076923076923077,0.3947368421052631,0.4909537947350486,0.4147959680584919,0.1752514005572993,0.0,0.0,0.38541666666666663,0.46036804308797125,0.35972222222222217,0.42967684021543984,0.5116250611845325,0.6111199867129603,0.3449391171993912,0.41201888787781904,0.30228758169934633,0.3610729749709578,0.0,0.0,-20.722411520779133,21.683450729689664
0.1993464052287581,0.5016378796902918,0.8648648648648649,0.7932143901725651,0.3333333333333333,10.936868623830378,0.2,0.2123929116631498,0.3436123348017621,0.3150684931506849,0.1764705882352941,0.2,0.6,0.0,0.2105263157894736,0.1509010395697183,0.2512330399698416,0.2455441693131244,0.0,0.0,0.38541666666666663,0.4202310717797443,0.23125,0.2521386430678466,0.39730176211453744,0.4331897391914545,0.3642979452054794,0.39720471168222404,0.2040441176470588,0.22247527329515873,0.23125,0.2521386430678466,-10.603535290497044,12.645754346303875
0.1368587839176074,0.5969326980345444,0.8648648648648649,0.5369991225504533,0.3125,6.800542115233839,0.15,0.2142024039240513,0.3832599118942731,0.2191780821917808,0.2941176470588235,0.0,0.6,0.8095238095238095,0.3947368421052631,0.2117379654420638,0.1886596034522868,0.1137818492093611,0.0,0.0,0.361328125,0.5819376361655774,0.1734375,0.27933006535947713,0.44314427312775323,0.7137067749272984,0.25342465753424653,0.40815352015996653,0.3400735294117646,0.5477060105087785,0.0,0.0,-6.488042115233839,7.863126820739126
0.159536541889483,0.2342167957117332,0.8378378378378379,0.7894121088037438,0.3125,12.36861006822437,0.5,0.2718501119106677,0.4185022026431718,0.3287671232876712,0.7647058823529411,0.2,0.4666666666666667,0.9267399267399268,0.2368421052631578,0.2191798405158639,0.2626777196675312,0.2053463649793356,0.0,0.0,0.3729838709677419,0.3958642089662838,0.596774193548387,0.6333827343460541,0.49950262896120495,0.5301441388799571,0.39239946973044626,0.41647083902206294,0.9127134724857683,0.9687030054704356,0.2387096774193548,0.25335309373842163,-12.05611006822437,14.762534597558117
0.1868686868686868,0.0842763549731983,0.8648648648648649,0.6981573559520328,0.2916666666666666,7.981888828799128,0.35,0.2795057695965779,0.3348017621145375,0.3972602739726027,0.2352941176470588,0.0,0.6666666666666666,0.9725274725274724,0.3421052631578947,0.2248163458593225,0.1863709044085819,0.0321218478762367,0.0,0.0,0.3372395833333332,0.41776637341153455,0.4046875,0.5013196480938416,0.38711453744493396,0.47955057589845146,0.45933219178082185,0.5690125164274523,0.2720588235294117,0.3370216121639271,0.0,0.0,-7.690222162132461,9.22905895829899
0.1172509407803525,0.3798391899940441,0.8378378378378379,0.6926001754899094,0.2708333333333333,9.2512801066041,0.15,0.2171936162154704,0.2731277533039647,0.3287671232876712,0.3529411764705882,0.0,0.6,0.5347985347985348,0.2894736842105263,0.2406360356023698,0.2749847548650935,0.1899484447342773,0.0,0.0,0.32325268817204295,0.39103849943693686,0.17903225806451611,0.2165751689189189,0.3259911894273127,0.3943512620550065,0.39239946973044626,0.4746853017400962,0.42125237191650844,0.5095886327503973,0.0,0.0,-8.980446773270765,11.041850449817794
0.1217072687660923,0.2784395473496129,0.8918918918918919,0.8215852588476162,0.2708333333333333,12.63739600405097,0.2,0.2454584947715055,0.5462555066079295,0.2534246575342466,0.1764705882352941,0.0,0.6,0.9615384615384616,0.2631578947368421,0.3223609062059004,0.2670457634736626,0.0704674866437055,0.0,0.0,0.30366161616161613,0.32964726474427436,0.22424242424242424,0.24343182627269494,0.6124682952876785,0.6648798779254222,0.284142797841428,0.3084581360304696,0.1978609625668449,0.21479278788767198,0.0,0.0,-12.366562670717636,14.169201580299573
0.1280451574569221,0.7602739726027398,0.8918918918918919,0.868967534366774,0.2708333333333333,16.08828896470368,0.5,0.2560222681504419,0.5154185022026432,0.3972602739726027,0.1764705882352941,0.0,0.4666666666666667,0.8424908424908425,0.2631578947368421,0.4298085135061185,0.3907830043148569,0.2715121368999382,0.0,0.0,0.30366161616161613,0.31167255693930207,0.5606060606060607,0.5753954897340963,0.5778934721665999,0.5931389629858085,0.44541303445413033,0.457163539788734,0.1978609625668449,0.20308076108262219,0.0,0.0,-15.817455631370345,18.038384596788973
0.1858783917607447,0.6832936271590233,0.8918918918918919,0.5343667739105001,0.2708333333333333,11.33358507975936,0.3,0.2034721612129745,0.1674008810572687,0.1506849315068493,0.2941176470588235,0.0,0.6666666666666666,0.6593406593406593,0.3421052631578947,0.3528763156362368,0.3067490019365635,0.1317907007649447,0.0,0.0,0.30366161616161613,0.5068304141580003,0.33636363636363636,0.5614121510673235,0.18769189694299823,0.3132696290830879,0.1689497716894977,0.2819878384356419,0.3297682709447415,0.5504040696738465,0.0,0.0,-11.062751746426025,12.707352968215039
0.1367597544068132,0.4798987492555093,1.0000000000000002,0.8695525007312079,0.2291666666666666,10.127578787505628,0.15,0.2918526979123921,0.3700440528634361,0.3972602739726027,0.0588235294117647,0.0,0.9333333333333332,0.8076923076923077,0.2894736842105263,0.3153267623351686,0.4275026064215936,0.3574746191048849,0.0,0.0,0.22916666666666655,0.2635455207982957,0.14999999999999997,0.17250252270433905,0.37004405286343606,0.42555688420453686,0.3972602739726026,0.4568559962032724,0.058823529411764684,0.06764804811934864,0.0,0.0,-9.898412120838962,10.127578787505627
