id,player_name,games,time,goals,xG,assists,xA,shots,key_passes,yellow_cards,red_cards,position,team_title,npg,npxG,xGChain,xGBuildup,league,season
4117,José Ángel,13,664,0,0.0290382578969001,0,0.0,1,0,6,0,D M S,Elche,0,0.0290382578969001,0.4275988116860389,0.3985605537891388,LaLiga,1415
4118,Javier Aquino,24,1273,0,1.0510138534009457,2,3.418112120591104,16,25,1,2,D M S,Rayo Vallecano,0,1.0510138534009457,6.125813542865217,2.074662622064352,LaLiga,1415
4120,Álex Moreno,11,456,0,0.4514868389815092,0,1.130092179402709,6,8,0,0,D M S,Rayo Vallecano,0,0.4514868389815092,1.805454310029745,0.5369203928858042,LaLiga,1415
4121,Cristian Álvarez,17,1439,0,0.0,0,0.0641998769715428,0,2,2,0,GK S,Rayo Vallecano,0,0.0,1.2964677028357985,1.2830884670838714,LaLiga,1415
4122,Licá,21,1307,0,2.068795314058661,3,1.2009157203137877,26,13,2,0,F M S,Rayo Vallecano,0,2.068795314058661,5.660291682928801,3.118334564380348,LaLiga,1415
4124,Issam El Adoua,4,288,0,0.1251855492591858,0,0.0,1,0,0,0,D S,Levante,0,0.1251855492591858,0.0687320027500391,0.0687320027500391,LaLiga,1415
4126,Mohammed Fatau,10,707,0,0.1205931305885315,0,0.0686936732381582,8,2,4,0,M S,Rayo Vallecano,0,0.1205931305885315,0.8966046385467052,0.7862833999097347,LaLiga,1415
4127,Álex Pozuelo,11,421,0,1.2980194333940744,0,0.8505237028002739,8,9,0,0,M S,Rayo Vallecano,0,1.2980194333940744,3.17645332030952,1.5354351047426462,LaLiga,1415
4128,Sergio Marcos,7,482,0,0.0499673634767532,0,0.8480526376515627,3,7,0,0,M S,Villarreal,0,0.0499673634767532,1.499969121068716,1.4620115458965302,LaLiga,1415
4131,Dídac Vilá,15,1112,0,0.0874300487339496,0,0.3936092462390661,4,11,3,0,D S,Eibar,0,0.0874300487339496,1.6693611145019531,1.4191628834232688,LaLiga,1415
